query,status,systems
951.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9511.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9512.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9513.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9515.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9517.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9518.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9519.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
952.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9520.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9521.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9522.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9524.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9526.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9528.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9529.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
953.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9530.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9531.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9533.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9535.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9536.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9537.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9538.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9539.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
954.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9540.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9542.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9543.sql,included,"[[""duckdb"", ""postgres""], [""umbra""]]"
9545.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9549.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9556.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9557.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9559.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
956.sql,excluded_invalid,"[[""umbra""], [""duckdb""]]"
9561.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9562.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9563.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9565.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9566.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9567.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9569.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
957.sql,excluded_invalid,"[[""umbra""], [""duckdb""]]"
9570.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9571.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9572.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9574.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9575.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9577.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9579.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9581.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9583.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9584.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9585.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9587.sql,excluded_invalid,"[[""umbra""]]"
9588.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9590.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9591.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9592.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9593.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9598.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9599.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
96.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9600.sql,included,"[[""umbra"", ""postgres""]]"
9601.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9602.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9603.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9605.sql,excluded_invalid,"[[""umbra""]]"
9606.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9608.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9609.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
961.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9610.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9611.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9613.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9614.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9615.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
962.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9621.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9623.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9625.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9626.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9627.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9629.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
963.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9630.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9631.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9632.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9634.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9635.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9637.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9638.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9639.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9640.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9641.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9643.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9646.sql,included,"[[""duckdb"", ""postgres""], [""umbra""]]"
9648.sql,excluded_postgres_disagrees,"[[""duckdb"", ""umbra""], [""postgres""]]"
9650.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9651.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9654.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9655.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9656.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9657.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
966.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9660.sql,excluded_invalid,"[[""postgres""], [""umbra""]]"
9661.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9662.sql,excluded_invalid,"[[""umbra""]]"
9663.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9667.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9668.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
967.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9670.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9671.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9673.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9674.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9675.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9677.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9678.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9679.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
968.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9681.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9682.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9683.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9687.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9688.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
969.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9690.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9691.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9692.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9693.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9695.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9696.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9697.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9698.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9700.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9701.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9703.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9704.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9705.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9706.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9708.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
971.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9710.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9711.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9713.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9716.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9717.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9718.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9719.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9721.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9722.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9723.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9724.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9727.sql,excluded_invalid,"[[""umbra""]]"
9728.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9732.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9734.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9736.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9737.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9738.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
974.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9741.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9743.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9744.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9745.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9747.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
975.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9750.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9753.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9754.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9755.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9756.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9758.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9759.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9764.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9766.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9767.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9768.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9769.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9772.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9774.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9775.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9776.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9779.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
978.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9780.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9781.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9782.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9785.sql,excluded_invalid,"[[""umbra""]]"
9787.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9789.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9791.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9793.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9794.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9795.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9797.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9799.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
98.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
980.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9801.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9802.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9803.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9809.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
981.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9810.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9812.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9814.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9815.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9816.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9817.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9819.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
982.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9820.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9823.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9824.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9825.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9826.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9827.sql,excluded_invalid,"[[""umbra""]]"
9828.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9829.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9830.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9831.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9833.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9834.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9835.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9837.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9838.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9841.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9842.sql,excluded_postgres_disagrees,"[[""duckdb"", ""umbra""], [""postgres""]]"
9843.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9844.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9845.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9847.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9848.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
985.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9851.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9852.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9854.sql,excluded_invalid,"[[""umbra""], [""duckdb""]]"
9855.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9856.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9859.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
986.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9860.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9861.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9862.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9867.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9868.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9869.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
987.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9871.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9874.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9876.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9877.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9878.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9880.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9881.sql,excluded_invalid,"[[""umbra""]]"
9883.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9884.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9885.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9886.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9887.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9889.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
989.sql,excluded_invalid,"[[""duckdb"", ""umbra""], [""postgres""]]"
9891.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9892.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9894.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9895.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9897.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9898.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
99.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
990.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9900.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9902.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9903.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9904.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9905.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9906.sql,excluded_invalid,"[[""umbra""]]"
9907.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9908.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9909.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9911.sql,included,"[[""duckdb"", ""postgres""], [""umbra""]]"
9912.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9913.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9914.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9915.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9919.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
992.sql,excluded_invalid,"[[""umbra""]]"
9921.sql,excluded_invalid,"[[""postgres""], [""umbra""], [""duckdb""]]"
9922.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9923.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9925.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9926.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9931.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9933.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9936.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9938.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9940.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9941.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9942.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9943.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9946.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9947.sql,excluded_invalid,"[[""umbra""]]"
995.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9950.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9951.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9952.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9954.sql,excluded_invalid,"[[""umbra""], [""duckdb""], [""postgres""]]"
9955.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9956.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9957.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9958.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
996.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9960.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9963.sql,included,"[[""duckdb"", ""postgres""], [""umbra""]]"
9964.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9966.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9967.sql,excluded_invalid,"[[""umbra""], [""duckdb""]]"
9970.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9971.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9972.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9974.sql,excluded_invalid,"[[""duckdb""], [""umbra""]]"
9976.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9977.sql,excluded_postgres_disagrees,"[[""umbra"", ""duckdb""]]"
9978.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
9979.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9980.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9981.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9982.sql,excluded_invalid,"[[""umbra""]]"
9984.sql,excluded_invalid,"[[""duckdb""], [""umbra""], [""postgres""]]"
9986.sql,included,"[[""postgres"", ""umbra""], [""duckdb""]]"
9989.sql,excluded_invalid,"[[""duckdb""], [""postgres""], [""umbra""]]"
9990.sql,excluded_invalid,"[[""umbra""]]"
9991.sql,included,"[[""umbra"", ""duckdb"", ""postgres""]]"
